"customer_id","age","sex","home_latitude","home_longitude"
c_756,64,man,35.343240,139.412396
c_757,33,man,34.461999,135.365406
c_758,40,man,34.323801,132.290050
c_759,42,man,33.302953,130.343851
c_760,40,man,43.054711,141.270806
c_761,61,man,43.031599,141.245478
c_762,68,woman,43.042077,141.255174
c_763,65,woman,35.315466,139.430175
c_764,49,man,38.191629,140.470415
c_765,53,man,35.420645,139.464504
c_766,39,man,43.040193,141.223839
c_767,34,woman,35.114785,136.534204
c_768,33,woman,35.302817,139.391100
c_769,49,woman,34.453377,135.385132
c_770,75,man,38.175115,140.502770
c_771,58,man,34.462715,135.364338
c_772,57,man,33.301080,130.334051
c_773,61,woman,34.325972,132.254055
c_774,77,woman,34.322358,132.252616
c_775,72,woman,34.455384,135.362925
c_776,35,woman,34.324855,132.283880
c_777,34,man,35.102164,136.514792
c_778,56,woman,38.202942,140.463011
c_779,69,man,33.295944,130.322729
c_780,34,man,38.224584,140.462466
c_781,58,woman,35.311391,139.442748
c_782,38,man,34.345862,132.294108
c_783,48,man,35.344557,139.420907
c_784,69,man,34.315767,132.273613
c_785,50,woman,35.304316,139.432233
c_786,31,man,33.265844,130.301020
c_787,46,man,34.430844,135.392791
c_788,39,man,34.330377,132.304015
c_789,45,man,38.225904,140.480928
c_790,45,woman,35.320697,139.441447
c_791,47,man,34.302175,132.261219
c_792,27,man,35.095231,136.541265
c_793,58,woman,35.132109,136.505699
c_794,76,woman,38.184321,140.465150
c_795,46,man,38.223837,140.474889
c_796,74,woman,33.310868,130.345202
c_797,34,man,34.341341,132.294205
c_798,34,man,35.121475,136.555404
c_799,55,man,35.111344,136.520717
c_800,43,woman,35.112766,136.555241
c_801,36,man,43.052958,141.234970
c_802,48,woman,34.483183,135.381975
c_803,31,woman,34.490246,135.393461
c_804,56,man,33.280911,130.312519
c_805,69,man,35.320493,139.400751
c_806,75,woman,43.004122,141.262894
c_807,35,man,34.432427,135.384257
c_808,75,woman,34.480963,135.382735
c_809,42,man,35.303631,139.392327
c_810,50,woman,35.451611,139.454606
c_811,33,man,35.351661,139.441508
c_812,33,woman,35.081646,136.524401
c_813,65,woman,43.063177,141.250442
c_814,79,man,35.112256,136.513246
c_815,34,man,43.031116,141.223535
c_816,62,man,35.404544,139.443884
c_817,50,woman,34.485707,135.364604
c_818,36,man,35.114350,136.540458
c_819,77,woman,34.440569,135.380195
c_820,44,man,33.293603,130.345969
c_821,35,man,33.285349,130.311691
c_822,75,woman,35.453529,139.442720
c_823,40,woman,34.320144,132.270159
c_824,65,woman,35.104736,136.543093
c_825,69,man,35.081372,136.552994
c_826,36,woman,43.023001,141.273499
c_827,33,woman,34.474049,135.361694
c_828,66,man,33.320452,130.293885
c_829,38,woman,38.174606,140.463554
c_830,35,woman,34.433061,135.400655
c_831,35,man,43.023763,141.265326
c_832,39,woman,33.313203,130.320278
c_833,31,woman,38.201712,140.464034
c_834,36,man,43.041530,141.245027
c_835,32,man,33.305210,130.295045
c_836,40,woman,35.423308,139.443783
c_837,47,woman,43.014650,141.265487
c_838,49,woman,34.322548,132.270491
c_839,33,woman,38.200079,140.462658
c_840,41,man,35.423105,139.430015
c_841,40,woman,35.352424,139.440988
c_842,45,woman,35.451914,139.430391
c_843,73,man,35.294060,139.390270
c_844,30,woman,34.455508,135.392056
c_845,38,man,34.314421,132.263602
c_846,79,woman,35.441639,139.451686
c_847,63,woman,35.345922,139.412091
c_848,61,man,43.022919,141.250295
c_849,73,woman,38.185030,140.503710
c_850,45,woman,38.184627,140.503849
c_851,40,man,35.351687,139.441501
c_852,63,woman,34.335138,132.265680
c_853,34,woman,34.312486,132.272078
c_854,76,woman,35.445712,139.442595
c_855,67,woman,43.041864,141.255646
c_856,46,woman,35.424155,139.464746
c_857,43,woman,34.444085,135.421036
c_858,49,woman,34.445020,135.371007
c_859,40,woman,35.352002,139.402826
c_860,31,woman,35.100774,136.540095
c_861,44,woman,38.174093,140.445946
c_862,32,man,35.303001,139.434174
c_863,68,woman,38.170388,140.450993
c_864,33,man,34.455160,135.412663
c_865,34,woman,35.400021,139.434534
c_866,63,woman,34.480295,135.373239
c_867,39,man,35.313080,139.421905
c_868,57,man,35.350923,139.404346
c_869,68,woman,35.345819,139.440681
c_870,57,man,43.015639,141.272231
c_871,44,man,34.473679,135.374801
c_872,48,woman,43.035303,141.264101
c_873,67,man,33.270290,130.330913
c_874,61,woman,34.433384,135.383059
c_875,38,woman,35.413147,139.452482
c_876,57,man,35.115272,136.553617
c_877,76,woman,43.045503,141.253016
c_878,46,woman,35.325880,139.420288
c_879,49,man,35.133744,136.560321
c_880,42,man,33.305213,130.313564
c_881,78,man,34.433508,135.381830
c_882,65,woman,35.423145,139.424125
c_883,48,woman,34.462448,135.365018
c_884,59,man,33.291315,130.300087
c_885,49,woman,34.330805,132.282040
c_886,39,man,34.451614,135.362888
c_887,29,woman,35.105504,136.524203
c_888,65,man,34.324365,132.265234
c_889,72,man,34.315545,132.295462
c_890,43,woman,38.201385,140.491112
c_891,58,woman,35.395999,139.410951
c_892,56,man,34.464053,135.410200
c_893,49,woman,38.190682,140.485634
c_894,66,man,35.345888,139.404567
c_895,63,woman,34.334949,132.275544
c_896,46,woman,34.475302,135.420107
c_897,46,woman,34.431265,135.383324
c_898,58,woman,35.320617,139.403970
c_899,48,man,35.300025,139.413720
c_900,62,woman,35.340933,139.394892
c_901,44,woman,33.313798,130.350441
c_902,77,man,34.460595,135.392035
c_903,61,woman,35.082603,136.531779
c_904,63,woman,35.422438,139.423328
c_905,78,man,43.035835,141.253119
c_906,47,man,35.401773,139.440623
c_907,30,man,34.305910,132.291138
c_908,60,man,35.402900,139.445388
c_909,36,woman,38.165980,140.484469
c_910,59,man,35.323858,139.403182
c_911,64,man,33.324455,130.331130
c_912,49,woman,35.320718,139.435864
c_913,58,woman,35.115567,136.551457
c_914,30,man,35.335557,139.395462
c_915,42,woman,38.215426,140.463060
c_916,77,woman,34.450185,135.393518
c_917,45,man,35.312485,139.420448
c_918,53,man,38.195840,140.461323
c_919,45,man,35.321041,139.420015
c_920,49,woman,34.483805,135.413661
c_921,54,man,35.103586,136.544592
c_922,73,man,43.012609,141.235376
c_923,48,man,43.024441,141.242543
c_924,60,woman,38.211407,140.455506
c_925,43,man,34.482149,135.374777
c_926,30,woman,43.053722,141.245470
c_927,69,woman,35.332577,139.440584
c_928,45,woman,34.454659,135.392190
c_929,87,man,35.131139,136.520022
c_930,59,man,35.312953,139.392981
c_931,31,woman,35.304570,139.424097
c_932,75,woman,35.342144,139.391644
c_933,53,man,33.294560,130.304634
c_934,55,woman,35.412489,139.420146
c_935,34,woman,34.480861,135.365837
c_936,51,woman,33.295694,130.314341
c_937,66,man,34.315261,132.274726
c_938,36,man,35.441994,139.470472
c_939,60,woman,33.280107,130.295499
c_940,53,man,35.131426,136.524733
c_941,38,woman,43.022936,141.244048
c_942,66,man,35.131734,136.504505
c_943,58,man,33.293092,130.350211
c_944,54,man,34.313319,132.282139
c_945,34,man,35.343840,139.404948
c_946,31,man,34.481808,135.383059
c_947,50,woman,35.315494,139.422741
c_948,38,woman,35.315799,139.433933
c_949,75,man,35.423131,139.411872
c_950,46,man,35.435063,139.441853
c_951,69,woman,35.342248,139.402061
c_952,32,man,38.174060,140.480096
c_953,37,man,35.413523,139.442565
c_954,69,man,34.315117,132.260001
c_955,52,woman,35.083247,136.541577
c_956,61,man,34.320330,132.254577
c_957,60,woman,35.445648,139.430382
c_958,31,man,43.054442,141.244250
c_959,35,man,35.452294,139.413864
c_960,57,woman,33.321440,130.301773
c_961,48,woman,35.403214,139.462636
c_962,36,woman,35.400500,139.451910
c_963,69,man,35.403873,139.461911
c_964,64,woman,35.122471,136.525856
c_965,44,man,43.023375,141.265209
c_966,49,woman,35.084520,136.514998
c_967,30,man,34.440213,135.394489
c_968,35,woman,33.280785,130.304236
c_969,42,man,35.095469,136.540533
c_970,27,woman,35.323859,139.411952
c_971,35,woman,38.225612,140.481791
c_972,33,man,35.451309,139.413626
c_973,64,woman,43.052094,141.221855
c_974,43,man,35.102617,136.513990
c_975,30,woman,35.130687,136.543020
c_976,54,man,43.025334,141.270141
c_977,48,woman,35.082818,136.540813
c_978,39,man,34.342757,132.273149
c_979,35,man,35.444007,139.414385
c_980,43,woman,33.323380,130.340986
c_981,49,man,35.333024,139.385082
c_982,48,man,33.270730,130.330886
c_983,62,woman,34.443948,135.383699
c_984,50,man,34.334430,132.300113
c_985,43,man,35.441800,139.430737
c_986,47,woman,33.302428,130.312525
c_987,70,man,33.285132,130.303002
c_988,31,woman,33.284043,130.313748
c_989,72,woman,38.175009,140.474265
c_990,67,man,35.352199,139.410872
c_991,37,woman,38.223684,140.465685
c_992,65,man,43.060399,141.263577
c_993,53,man,35.452368,139.445487
c_994,55,man,35.344349,139.420100
c_995,76,man,34.484872,135.364741
c_996,44,man,34.465648,135.373787
c_997,35,man,35.345372,139.413754
c_998,32,woman,43.062267,141.272126
c_999,48,woman,38.172800,140.464198
c_1000,39,man,35.452412,139.411310
